band_hw,Re,Sh_minus_2_over_Sc13,col_px,row_px,shape_fitted,fit_score
0,74.9021,14.5924,898.88,754.84,wide_dia,0.682
0,77.6043,11.787,905.08,786.09,circle,0.682
0,80.0125,15.7588,910.42,743.62,tri_up,0.77
0,83.9034,9.3399,918.73,820.17,wide_dia,0.729
0,84.4752,13.1635,919.91,769.97,wide_dia,0.917
0,86.0117,14.9321,923.07,751.54,diamond,0.674
0,87.7101,11.6801,926.48,787.48,wide_dia,0.769
0,87.8642,10.0688,926.79,809.2,tri_up,0.754
0,88.3492,16.6596,927.75,735.54,hexag,0.756
0,91.8254,14.0892,934.5,760.08,tri_up,0.661
0,93.1896,15.3187,937.08,747.84,tri_up,0.44
0,95.449,20.2101,941.27,707.32,circle,0.667
0,96.7728,17.0958,943.68,731.81,tri_up,0.653
0,98.6161,18.9374,946.98,716.85,tri_down,0.609
0,104.6829,21.5748,957.42,697.81,circle,0.851
0,105.8631,14.9316,959.38,751.65,circle,0.74
0,106.6746,16.8891,960.72,733.64,circle,0.765
0,113.9266,19.1853,972.22,715.02,wide_dia,0.802
0,117.715,17.3295,977.94,729.92,hexag,0.905
0,118.0837,14.42,978.48,756.81,diamond,0.936
0,125.4732,21.423,989.1,698.93,tri_up,0.758
0,127.317,16.9675,991.65,733.05,square,0.723
0,128.3176,24.0076,993.02,682.28,wide_dia,0.782
0,132.0651,15.1296,998.05,749.84,tri_up,0.892
0,132.8912,18.9463,999.14,716.93,wide_dia,0.654
0,135.8379,16.9963,1002.98,732.83,square,0.675
0,139.655,26.9099,1007.83,665.62,hexag,0.971
0,143.6372,20.2548,1012.74,707.2,tri_left,0.682
0,144.9521,16.9225,1014.34,733.5,wide_dia,0.716
0,154.0856,18.1894,1025.02,722.97,hexag,0.93
0,155.8259,21.6234,1026.98,697.68,circle,0.688
0,166.8936,20.4042,1038.98,706.2,wide_dia,0.683
0,169.1759,25.8753,1041.36,671.45,tri_down,0.903
0,170.8312,18.3379,1043.06,721.84,square,0.837
0,175.886,16.5843,1048.16,736.56,diamond,0.842
0,176.4329,22.9821,1048.7,688.82,hexag,0.692
0,193.7335,30.3274,1065.06,648.29,hexag,0.762
0,195.7485,25.6745,1066.87,672.67,hexag,0.676
0,204.9205,23.2393,1074.88,687.27,circle,0.695
0,206.4516,28.3191,1076.18,658.35,diamond,0.72
0,213.4627,33.2609,1082.02,634.83,tri_down,0.833
0,232.1712,23.5729,1096.71,685.25,circle,0.942
0,232.2527,27.0645,1096.77,665.04,square,0.682
0,234.5167,35.1508,1098.47,626.79,hexag,0.852
0,252.7369,26.0907,1111.56,670.44,circle,0.836
0,259.7674,35.5955,1116.35,625.0,square,0.859
0,264.0827,22.6773,1119.23,690.98,tri_down,0.857
0,267.2785,30.4398,1121.34,647.91,tri_left,0.714
0,295.1829,30.1227,1138.7,649.49,circle,0.703
0,301.4421,34.8781,1142.37,628.05,tri_right,0.688
0,309.0457,38.1426,1146.73,614.97,circle,0.705
0,317.2071,33.0371,1151.29,636.01,tri_down,0.763
0,343.0808,37.8874,1165.0,616.0,square,0.861
0,351.4204,33.5049,1169.2,634.0,square,0.622
0,371.6351,44.4663,1178.98,592.61,circle,0.857
0,375.9785,30.6308,1181.01,647.16,hexag,0.599
0,381.7114,38.1096,1183.66,615.2,wide_dia,0.852
0,406.9203,46.7465,1194.84,585.33,tri_down,0.675
0,409.8841,43.0609,1196.11,597.35,wide_dia,0.765
0,410.2006,31.3936,1196.25,643.6,square,0.735
0,433.6278,38.8303,1205.96,612.51,hexag,0.902
0,444.3056,47.4748,1210.21,583.11,square,0.705
0,501.753,51.4861,1231.48,571.3,hexag,0.773
0,522.338,42.1369,1238.51,600.64,wide_dia,0.825
0,531.8553,49.2454,1241.67,577.84,circle,0.761
0,600.8068,54.0217,1262.98,564.34,diamond,0.831
0,612.6615,45.9621,1266.4,588.0,square,0.738
0,638.1821,59.5592,1273.54,550.09,hexag,0.869
0,709.9118,59.1517,1292.16,551.14,diamond,0.858
0,726.6028,52.1851,1296.23,569.49,square,0.646
0,732.6294,49.0518,1297.67,578.56,square,0.712
0,733.9545,55.8812,1297.99,559.48,tri_down,0.634
0,769.872,47.2673,1306.34,584.01,tri_down,0.635
0,828.0841,60.0579,1319.09,548.99,wide_dia,0.985
0,834.1441,49.7826,1320.36,576.46,diamond,0.814
0,857.5599,65.7095,1325.21,535.84,hexag,0.91
0,897.9335,57.2844,1333.25,555.95,tri_down,0.801
0,933.2634,67.3819,1340.0,532.2,hexag,0.958
0,970.0755,59.3311,1346.77,550.84,tri_up,0.742
0,1047.1378,57.5017,1360.13,555.46,tri_down,0.848
0,1134.5551,81.9878,1374.15,503.57,hexag,0.936
0,1189.5967,68.0326,1382.44,530.9,tri_down,0.912
0,1292.7393,88.9627,1396.98,491.68,circle,0.906
0,1318.2339,73.8119,1400.39,519.01,circle,0.871
0,1344.9162,83.614,1403.9,500.77,tri_right,0.527
0,1716.3472,99.5036,1446.54,475.41,hexag,0.944
0,2451.3493,97.4041,1508.88,478.69,tri_left,0.949
0,2503.4425,122.0375,1512.55,445.68,wide_dia,0.696
0,2742.8006,127.3411,1528.52,439.49,wide_dia,0.703
0,2999.0882,133.1453,1544.14,433.01,tri_left,0.689
3,3.0309,3.1366,338.0,977.87,tri_down,0.77
3,3.0722,2.8405,340.37,992.37,tri_up,0.84
3,3.0981,2.4917,341.84,1011.52,hexag,0.786
3,3.2658,3.3635,351.06,967.7,tri_up,0.768
3,3.5611,2.4507,366.2,1014.03,tri_down,0.627
3,3.5657,2.8698,366.42,990.95,tri_up,0.599
3,3.6822,3.4736,372.04,963.07,circle,0.903
3,3.7478,2.7325,375.13,998.15,tri_left,0.633
3,3.9972,3.7742,386.4,950.98,circle,0.87
3,4.0758,5.0304,389.8,909.0,square,0.647
3,4.0894,4.3622,390.38,929.83,circle,0.745
3,4.0921,2.8775,390.5,990.64,hexag,0.615
3,4.2598,3.1774,397.52,976.18,hexag,0.777
3,4.2636,2.5551,397.68,1008.03,wide_dia,0.89
3,4.3594,4.7141,401.57,918.53,wide_dia,0.607
3,4.5627,5.284,409.54,901.87,circle,0.762
3,4.7979,3.2336,418.33,973.68,tri_left,0.677
3,4.8277,4.1646,419.41,936.7,square,0.722
3,5.0745,2.2254,428.13,1028.33,hexag,0.833
3,5.0863,3.2574,428.53,972.64,circle,0.801
3,5.1931,2.4953,432.17,1011.61,hexag,0.818
3,5.6522,4.2352,446.98,934.33,circle,0.796
3,5.9394,3.3872,455.65,967.02,circle,0.946
3,6.6022,3.6218,474.15,957.29,tri_up,0.962
3,6.9354,2.8662,482.76,991.52,circle,0.959
3,7.2112,3.9941,489.58,943.04,hexag,0.806
3,7.3412,3.4967,492.7,962.49,tri_right,1.0
3,7.757,5.3251,502.34,901.03,circle,0.798
3,7.987,3.3663,507.45,968.09,diamond,0.689
3,8.033,4.5172,508.45,925.11,tri_up,0.715
3,8.1121,7.0874,510.17,859.27,hexag,0.877
3,8.2721,3.634,513.58,956.93,wide_dia,0.813
3,8.3008,5.66,514.19,892.16,circle,0.685
3,8.3334,4.0473,514.87,941.19,hexag,0.873
3,8.9233,3.4333,526.83,965.28,circle,0.823
3,8.9274,5.9915,526.91,883.88,tri_up,0.804
3,9.0589,3.7677,529.47,951.7,tri_down,0.777
3,9.6057,4.8424,539.72,915.05,wide_dia,0.911
3,10.5648,5.5392,556.36,895.45,circle,0.818
3,10.5741,4.8492,556.52,914.89,square,0.873
3,11.5504,6.9068,571.96,863.23,square,0.842
3,12.5696,4.4412,586.75,927.84,hexag,0.893
3,12.7733,6.65,589.56,868.83,wide_dia,0.911
3,12.9947,6.0989,592.56,881.49,tri_down,0.931
3,13.8064,4.5986,603.16,922.8,hexag,0.891
3,14.134,6.2383,607.26,878.23,tri_right,0.861
3,14.1958,5.6025,608.02,893.95,hexag,0.926
3,14.4298,5.1438,610.88,906.44,square,0.941
3,15.45,5.8233,622.83,888.34,tri_right,0.921
3,15.4698,7.1911,623.05,857.49,hexag,0.925
3,15.731,5.2409,625.98,903.76,tri_right,0.853
3,15.9703,4.4468,628.62,927.79,circle,0.981
3,16.7046,4.9821,636.48,911.2,wide_dia,0.865
3,17.5735,8.7418,645.35,829.01,hexag,0.749
3,17.7064,5.0725,646.67,908.6,tri_right,0.651
3,18.2605,5.7555,652.06,890.14,square,0.711
3,18.3415,7.956,652.83,842.81,circle,0.653
3,18.5965,6.5214,655.24,871.89,wide_dia,0.826
3,19.6838,4.3485,665.18,931.17,hexag,0.922
3,19.7979,8.3186,666.19,836.33,circle,0.697
3,20.1002,7.2747,668.84,855.95,circle,0.971
3,22.7476,5.9904,690.48,884.42,hexag,0.723
3,23.3175,6.544,694.81,871.5,wide_dia,0.654
3,24.3371,6.1545,702.29,880.5,square,0.503
3,25.3494,6.9591,709.42,862.56,wide_dia,0.781
3,25.7645,9.1,712.26,823.34,circle,0.775
3,26.5316,5.7489,717.39,890.52,diamond,0.727
3,26.8073,7.3804,719.2,853.99,wide_dia,0.913
3,27.4595,6.5824,723.4,870.74,hexag,0.688
3,28.3125,10.3499,728.75,804.57,hexag,0.977
3,28.3384,8.9366,728.91,826.04,hexag,0.778
3,30.5298,8.1585,741.93,839.4,hexag,0.74
3,30.7306,7.6304,743.08,849.2,square,0.739
3,31.9413,10.579,749.84,801.43,circle,0.742
3,32.2609,9.3609,751.58,819.33,square,0.918
3,33.1235,8.6186,756.19,831.43,wide_dia,0.839
3,33.2723,7.9423,756.98,843.38,tri_right,0.556
3,34.1431,7.3418,761.5,854.89,square,0.728
3,35.6095,8.7367,768.85,829.47,tri_right,0.952
3,35.7348,11.873,769.46,784.62,tri_left,0.575
3,35.8346,10.5397,769.95,802.04,circle,0.668
3,36.0945,8.2122,771.21,838.54,tri_left,0.679
3,36.5047,13.4786,773.19,766.08,circle,0.892
3,37.1268,9.1722,776.15,822.38,tri_left,0.81
3,38.1552,7.872,780.92,844.75,circle,0.785
3,38.8047,11.9767,783.88,783.39,square,0.743
3,40.6738,8.995,792.1,825.29,circle,0.677
3,41.1321,7.3201,794.06,855.42,tri_up,0.783
3,42.8022,7.8955,801.02,844.38,hexag,0.589
3,42.9355,12.2898,801.57,779.67,tri_up,0.652
3,44.311,8.5782,807.08,832.27,tri_down,0.613
3,45.2931,9.6619,810.91,814.88,hexag,0.828
3,45.9821,11.2173,813.55,793.06,wide_dia,0.713
3,46.1218,13.605,814.08,764.84,circle,0.71
3,48.368,10.4107,822.4,804.0,tri_left,0.75
3,51.0796,9.9829,831.94,810.17,tri_up,0.671
3,53.2066,10.9394,839.07,796.8,circle,0.725
3,53.5003,9.0739,840.04,824.15,circle,0.761
3,53.5078,12.3879,840.06,778.62,star,0.715
3,54.4768,9.995,843.2,810.02,tri_down,0.614
3,55.0408,13.1413,845.0,770.0,square,0.763
3,56.3412,14.9535,849.08,751.12,tri_down,0.842
3,57.3077,9.1089,852.06,823.63,circle,0.746
3,58.8976,11.8755,856.84,784.85,tri_down,0.748
3,58.9604,10.5348,857.03,802.37,circle,0.762
3,64.4041,13.7423,872.47,763.54,tri_down,0.942
3,64.9201,9.4622,873.87,818.13,square,0.891
3,65.6385,10.7678,875.79,799.23,tri_down,0.752
3,68.9012,12.6559,884.28,775.62,square,0.538
3,70.6776,16.002,888.73,741.32,hexag,0.933
3,74.1209,12.9444,897.05,772.36,circle,0.586
3,77.6043,11.787,905.08,786.09,circle,0.682
3,79.4491,15.8385,909.19,742.88,tri_up,0.951
3,83.9034,9.3399,918.73,820.17,wide_dia,0.729
3,84.4752,13.1635,919.91,769.97,wide_dia,0.917
3,85.0336,14.7654,921.07,753.18,tri_down,0.715
3,87.7101,11.6801,926.48,787.48,wide_dia,0.769
3,87.8642,10.0688,926.79,809.2,tri_up,0.754
3,88.9131,16.6661,928.87,735.49,diamond,0.907
3,91.8254,14.0892,934.5,760.08,tri_up,0.661
3,94.1902,15.1243,938.95,749.72,circle,0.656
3,95.449,20.2101,941.27,707.32,circle,0.667
3,96.0862,16.4626,942.43,737.33,wide_dia,0.847
3,98.6344,18.9307,947.01,716.9,tri_down,0.687
3,104.6829,21.5748,957.42,697.81,circle,0.851
3,105.8631,14.9316,959.38,751.65,circle,0.74
3,106.6786,16.8836,960.72,733.69,circle,0.897
3,112.8913,19.1205,970.62,715.51,circle,0.962
3,117.7328,17.3244,977.96,729.96,hexag,0.906
3,118.0837,14.42,978.48,756.81,diamond,0.936
3,125.4808,21.439,989.11,698.82,tri_up,0.869
3,127.317,16.9675,991.65,733.05,square,0.723
3,128.3176,24.0076,993.02,682.28,wide_dia,0.782
3,132.0651,15.1296,998.05,749.84,tri_up,0.892
3,133.4182,19.1515,999.84,715.36,tri_down,0.708
3,135.8379,16.9963,1002.98,732.83,square,0.675
3,139.655,26.9099,1007.83,665.62,hexag,0.971
3,142.5189,20.7192,1011.37,703.88,tri_left,0.785
3,144.9521,16.9225,1014.34,733.5,wide_dia,0.716
3,154.0856,18.1894,1025.02,722.97,hexag,0.93
3,155.9061,21.6012,1027.07,697.83,circle,0.727
3,166.8936,20.4042,1038.98,706.2,wide_dia,0.683
3,169.2148,25.9357,1041.4,671.11,tri_down,0.934
3,170.8312,18.3379,1043.06,721.84,square,0.837
3,175.886,16.5843,1048.16,736.56,diamond,0.842
3,177.2136,22.9366,1049.48,689.12,hexag,0.752
3,193.7335,30.3274,1065.06,648.29,hexag,0.762
3,195.8561,25.6658,1066.97,672.72,circle,0.736
3,201.0077,23.5688,1071.51,685.2,circle,0.755
3,206.5928,28.2004,1076.3,658.96,diamond,0.783
3,213.4627,33.2609,1082.02,634.83,tri_down,0.833
3,231.9796,26.9881,1096.57,665.45,square,0.755
3,232.1712,23.5729,1096.71,685.25,circle,0.942
3,234.5167,35.1508,1098.47,626.79,hexag,0.852
3,252.7369,26.0907,1111.56,670.44,circle,0.836
3,259.7674,35.5955,1116.35,625.0,square,0.859
3,264.0827,22.6773,1119.23,690.98,tri_down,0.857
3,268.4466,30.422,1122.1,647.99,tri_left,0.742
3,293.2812,30.1732,1137.57,649.24,hexag,0.74
3,301.5521,34.8761,1142.44,628.06,tri_right,0.752
3,307.4802,37.8989,1145.84,615.9,hexag,0.725
3,317.5943,33.1028,1151.5,635.72,tri_down,0.8
3,341.7928,38.2013,1164.34,614.79,hexag,0.909
3,350.5952,33.4919,1168.79,634.06,square,0.642
3,371.6351,44.4663,1178.98,592.61,circle,0.857
3,375.9785,30.6308,1181.01,647.16,hexag,0.599
3,381.4025,38.2077,1183.52,614.82,wide_dia,0.865
3,406.9203,46.7465,1194.84,585.33,tri_down,0.675
3,410.1734,42.3772,1196.23,599.7,hexag,0.804
3,410.2006,31.3936,1196.25,643.6,square,0.735
3,432.7554,38.8288,1205.61,612.52,hexag,0.927
3,445.5673,47.5455,1210.71,582.89,square,0.713
3,501.753,51.4861,1231.48,571.3,hexag,0.785
3,520.1403,42.5823,1237.77,599.1,tri_down,0.835
3,549.8993,49.5634,1247.5,576.91,tri_right,0.777
3,600.0319,53.5047,1262.76,565.75,tri_down,0.873
3,612.7491,45.9573,1266.42,588.02,square,0.773
3,638.0253,59.5316,1273.49,550.16,hexag,0.87
3,709.9118,59.1517,1292.16,551.14,diamond,0.858
3,730.6885,49.1698,1297.21,578.21,square,0.714
3,734.7731,55.9281,1298.18,559.36,tri_down,0.658
3,769.872,47.2673,1306.34,584.01,tri_down,0.635
3,828.9156,59.9892,1319.27,549.16,wide_dia,0.983
3,834.1441,49.7826,1320.36,576.46,diamond,0.814
3,857.5599,65.7095,1325.21,535.84,hexag,0.91
3,897.9335,57.2844,1333.25,555.95,tri_down,0.801
3,933.2634,67.3819,1340.0,532.2,hexag,0.964
3,970.0755,59.3311,1346.77,550.84,tri_up,0.742
3,1047.1378,57.5017,1360.13,555.46,tri_down,0.848
3,1133.8098,82.2806,1374.04,503.05,hexag,0.957
3,1189.5967,68.0326,1382.44,530.9,tri_down,0.912
3,1293.3799,88.9354,1397.07,491.72,circle,0.923
3,1317.7475,74.1292,1400.33,518.39,circle,0.919
3,1715.7378,99.6089,1446.48,475.25,hexag,0.99
3,2451.3493,97.4041,1508.88,478.69,tri_left,0.949
5,3.0309,3.1366,338.0,977.87,tri_down,0.77
5,3.0722,2.8405,340.37,992.37,tri_up,0.84
5,3.0981,2.4917,341.84,1011.52,hexag,0.786
5,3.2658,3.3635,351.06,967.7,tri_up,0.768
5,3.5438,2.4655,365.34,1013.15,tri_down,0.602
5,3.5657,2.8698,366.42,990.95,tri_up,0.599
5,3.6822,3.4736,372.04,963.07,circle,0.903
5,3.7478,2.7325,375.13,998.15,tri_left,0.633
5,3.9972,3.7742,386.4,950.98,circle,0.87
5,4.0758,5.0304,389.8,909.0,square,0.647
5,4.0894,4.3622,390.38,929.83,circle,0.745
5,4.1208,2.8749,391.72,990.78,hexag,0.688
5,4.2598,3.1774,397.52,976.18,hexag,0.777
5,4.3293,2.7098,400.35,999.45,tri_down,0.722
5,4.3594,4.7141,401.57,918.53,wide_dia,0.607
5,4.5627,5.284,409.54,901.87,circle,0.762
5,4.8095,3.2354,418.75,973.6,tri_left,0.69
5,4.8277,4.1646,419.41,936.7,square,0.722
5,5.0745,2.2254,428.13,1028.33,hexag,0.833
5,5.0856,3.2613,428.51,972.47,circle,0.789
5,5.1931,2.4953,432.17,1011.61,hexag,0.818
5,5.6522,4.2352,446.98,934.33,circle,0.796
5,5.9438,3.3939,455.78,966.73,circle,0.956
5,6.6022,3.6218,474.15,957.29,tri_up,0.962
5,6.9354,2.8662,482.76,991.52,circle,0.959
5,7.211,3.9951,489.57,943.0,hexag,0.805
5,7.4636,3.4673,495.6,963.74,hexag,0.734
5,7.757,5.3251,502.34,901.03,circle,0.798
5,7.9429,3.4762,506.48,963.4,circle,0.731
5,8.033,4.5172,508.45,925.11,tri_up,0.715
5,8.1121,7.0874,510.17,859.27,hexag,0.877
5,8.3008,5.66,514.19,892.16,circle,0.685
5,8.346,4.108,515.14,939.01,wide_dia,0.789
5,8.9233,3.4333,526.83,965.28,circle,0.823
5,8.9274,5.9915,526.91,883.88,tri_up,0.804
5,9.0461,3.7677,529.22,951.7,tri_down,0.893
5,9.6057,4.8424,539.72,915.05,wide_dia,0.911
5,10.5648,5.5392,556.36,895.45,circle,0.818
5,10.5969,4.9285,556.89,912.52,tri_up,0.88
5,11.5504,6.9068,571.96,863.23,square,0.842
5,12.5667,4.4434,586.71,927.77,hexag,0.905
5,12.7733,6.65,589.56,868.83,wide_dia,0.911
5,12.9947,6.0989,592.56,881.49,tri_down,0.931
5,13.8064,4.5986,603.16,922.8,hexag,0.891
5,14.134,6.2383,607.26,878.23,tri_right,0.861
5,14.2003,5.7447,608.08,890.28,tri_down,0.916
5,14.4273,5.1403,610.85,906.54,square,0.947
5,15.4698,7.1911,623.05,857.49,hexag,0.925
5,15.731,5.2409,625.98,903.76,tri_right,0.853
5,15.9703,4.4468,628.62,927.79,circle,0.981
5,16.7046,4.9821,636.48,911.2,wide_dia,0.865
5,17.5735,8.7418,645.35,829.01,hexag,0.749
5,17.7064,5.0725,646.67,908.6,tri_right,0.651
5,18.2681,5.7111,652.13,891.28,square,0.713
5,18.3415,7.956,652.83,842.81,circle,0.653
5,19.6838,4.3485,665.18,931.17,hexag,0.922
5,19.7979,8.3186,666.19,836.33,circle,0.697
5,20.1138,7.2769,668.96,855.9,circle,0.97
5,22.7476,5.9904,690.48,884.42,hexag,0.723
5,23.3175,6.544,694.81,871.5,wide_dia,0.654
5,24.3371,6.1545,702.29,880.5,square,0.503
5,25.3954,6.9758,709.73,862.21,wide_dia,0.78
5,25.7645,9.1,712.26,823.34,circle,0.775
5,26.5316,5.7489,717.39,890.52,diamond,0.727
5,26.8282,7.3764,719.33,854.07,wide_dia,0.914
5,27.4595,6.5824,723.4,870.74,hexag,0.688
5,28.3125,10.3499,728.75,804.57,hexag,0.977
5,28.3407,8.9371,728.92,826.04,hexag,0.781
5,30.519,8.162,741.87,839.34,hexag,0.758
5,30.7506,7.6379,743.19,849.05,square,0.802
5,31.9413,10.579,749.84,801.43,circle,0.742
5,32.2736,9.3771,751.65,819.08,square,0.914
5,33.1572,8.6174,756.37,831.45,wide_dia,0.861
5,34.1431,7.3418,761.5,854.89,square,0.728
5,35.6238,8.771,768.92,828.9,wide_dia,0.973
5,35.7348,11.873,769.46,784.62,tri_left,0.575
5,35.8346,10.5397,769.95,802.04,circle,0.677
5,36.0945,8.2122,771.21,838.54,tri_left,0.679
5,36.5047,13.4786,773.19,766.08,circle,0.892
5,37.8502,9.1805,779.52,822.26,star,0.828
5,38.1552,7.872,780.92,844.75,circle,0.785
5,38.8047,11.9767,783.88,783.39,square,0.743
5,40.6357,8.9885,791.94,825.39,circle,0.722
5,41.1321,7.3201,794.06,855.42,tri_up,0.783
5,42.8022,7.8955,801.02,844.38,hexag,0.589
5,44.1585,12.0734,806.48,782.28,tri_up,0.686
5,44.311,8.5782,807.08,832.27,tri_down,0.613
5,45.3915,9.6404,811.29,815.21,hexag,0.866
